s_e esize chi2ndf_e s_m msize chi2ndf_m log10_NeNm_0_300 log10_NeNm_100_300 log10_NeNm_50_450 log10_NeNm_50_600 log10_NeNm_20_600 log10_NeNm_300_600 log10_NeNm_0_600 e_mean_0_300 e_var_0_300 e_skew_0_300 e_kurt_0_300 m_mean_0_300 m_var_0_300 m_skew_0_300 m_kurt_0_300 e_mean_100_300 e_var_100_300 e_skew_100_300 e_kurt_100_300 m_mean_100_300 m_var_100_300 m_skew_100_300 m_kurt_100_300 e_mean_50_450 e_var_50_450 e_skew_50_450 e_kurt_50_450 m_mean_50_450 m_var_50_450 m_skew_50_450 m_kurt_50_450 e_mean_50_600 e_var_50_600 e_skew_50_600 e_kurt_50_600 m_mean_50_600 m_var_50_600 m_skew_50_600 m_kurt_50_600 e_mean_20_600 e_var_20_600 e_skew_20_600 e_kurt_20_600 m_mean_20_600 m_var_20_600 m_skew_20_600 m_kurt_20_600 e_mean_300_600 e_var_300_600 e_skew_300_600 e_kurt_300_600 m_mean_300_600 m_var_300_600 m_skew_300_600 m_kurt_300_600 e_mean_0_600 e_var_0_600 e_skew_0_600 e_kurt_0_600 m_mean_0_600 m_var_0_600 m_skew_0_600 m_kurt_0_600
0.890286 412676 1254.34 1.37157 407.348 0.934514 3.5568 2.99845 3.06586 3.00759 3.17394 2.45392 3.38374 52.8694 3977.2 1.73715 2.58448 138.907 6891.39 0.190234 -1.09531 169.404 2906.05 0.663752 -0.630699 189.65 3295.74 0.26816 -1.18607 141.407 8221.15 1.34228 1.14535 223.861 12953.5 0.264003 -1.15258 153.65 12431.8 1.64692 2.40838 270.136 23022.9 0.419199 -0.937253 108.527 11210.7 1.99843 4.09361 250.778 25328.2 0.431618 -0.918734 407.261 6541.09 0.616094 -0.693715 428.609 7487.7 0.331537 -1.12082 67.7331 9131.35 2.49731 7.01098 242.281 26418.7 0.431851 -0.908944
1.49205 14954.8 65.1962 -1 -1 -1 1.95199 1.96968 1.86403 1.86408 1.87368 1.64395 1.87561 157.509 3656.99 0.249802 -0.305575 166.92 3459.43 0.277473 -0.885529 173.51 2539.57 0.719063 -0.459078 185.141 2425.84 0.441835 -0.825249 189.75 8082.52 0.995642 0.33965 220.323 10769.4 0.484879 -0.971964 209.976 13686.9 1.23394 0.847494 239.266 15598.7 0.741965 -0.283938 206.235 14014.8 1.19329 0.830597 239.266 15598.7 0.741965 -0.283938 414.561 6057.49 0.400328 -0.903814 394.811 5941.19 0.929813 -0.00185466 205.377 14118.1 1.17747 0.823017 239.266 15598.7 0.741965 -0.283938
0.782104 1248.69 27.457 -1 -1 -1 2.16732 1.36173 1.36455 1.36829 1.5943 0.832509 2.0754 26.4956 1932.9 3.25768 12.1863 102.812 4142.68 0.686801 -0.402066 167.343 3305.33 0.776603 -0.622052 -9999 -9999 -9999 -9999 129.054 7219.39 1.5938 1.92406 175.39 10296.8 0.515313 -1.35581 132.591 8610.58 1.85651 3.52245 175.39 10296.8 0.515313 -1.35581 80.743 6930.43 2.41712 6.74096 152.723 11193.8 0.648245 -1.09003 379.864 5200.41 1.20454 0.388493 -9999 -9999 -9999 -9999 30.5355 3380.23 4.08824 20.8592 147.074 11525.4 0.656279 -1.02838
1.23787 49773.8 24.9309 1.50002 268.665 0.844126 2.65877 2.417 2.43666 2.38733 2.45722 2.10467 2.50456 99.2546 6308.6 0.776835 -0.445325 157.188 7121.42 -0.0538599 -1.18683 180.867 3179.26 0.407076 -1.00769 198.808 3620.8 -0.0300136 -1.38524 177.875 11232.3 0.801971 -0.400657 237.518 11152.8 0.0556488 -1.19055 207.855 19736.8 0.983107 0.00724872 292.012 22535.8 0.361732 -0.920043 174.593 20638.6 1.10959 0.341128 279.091 24562.9 0.326797 -0.908264 424.021 7216.09 0.367945 -1.03628 430.213 8885.7 0.312955 -1.41746 152.877 20998 1.19846 0.601904 270.394 26026.8 0.302193 -0.903746
0.879541 2161.77 17.198 0.812284 309.98 10.1148 1.15731 0.880201 0.87656 0.877154 0.843067 1.17609 1.15771 30.0305 2490.73 2.60571 7.35581 56.8258 3364.14 1.78282 3.12928 164.388 2780.81 0.863495 -0.27384 166.176 2632.66 0.922317 -0.0634069 133.574 8080.01 1.52601 1.61585 117.874 5301.47 1.59831 2.41208 141.927 10875.3 1.70425 2.43511 127.087 9035.14 2.34312 6.47684 99.4798 9465.03 2.11527 4.51686 86.0963 7281.61 2.77446 9.78862 396.25 4118.89 0.861244 -0.175125 -9999 -9999 -9999 -9999 37.8732 5336 3.44722 13.9432 64.668 6409.28 2.98803 11.8621
1.26378 71428.2 24.7047 1.3876 610.058 0.704591 2.3099 2.12369 2.13863 2.10672 2.16683 1.90672 2.20342 103.957 6406.02 0.718654 -0.560194 144.208 6298.16 0.144381 -1.06844 181.927 3223.02 0.374767 -1.03362 189.1 3205.24 0.185035 -1.16097 182.281 11590.6 0.744763 -0.517524 223.162 13126.6 0.364616 -1.05519 213.308 20215.1 0.920657 -0.135015 269.478 23029.5 0.441421 -0.958519 180.472 21316.8 1.04007 0.153135 255.009 24755.2 0.446089 -0.931873 424.077 7227.56 0.3684 -1.03059 432.029 7195.67 0.259623 -1.00214 162.078 21783 1.10869 0.340548 247.684 25733.1 0.440434 -0.917937
1.16477 168242 110.326 1.26736 1033.65 1.12138 2.47628 2.26449 2.26523 2.2301 2.29761 1.95074 2.35515 93.4103 5973.77 0.892201 -0.215441 133.443 6192.68 0.346907 -0.936688 178.884 3125.47 0.441049 -0.949277 184.248 3218.43 0.364366 -1.02342 170.778 10706.7 0.890062 -0.195577 217.022 13194.8 0.348541 -1.13266 195.92 18180.8 1.10593 0.370354 260.499 22762.7 0.459357 -0.93818 159.197 18663.1 1.26769 0.850606 238.787 24954.7 0.498443 -0.895886 419.599 7131.57 0.433762 -0.962878 422.926 7107.36 0.355659 -1.09967 137.992 18686.6 1.37045 1.19527 233.839 25512.4 0.501736 -0.884904
1.07725 51159.7 75.9845 1.3482 447.583 0.913807 2.39176 2.09142 2.14239 2.10152 2.20865 1.79654 2.26815 87.4507 5486.4 1.05398 0.152616 145.798 6667.09 0.210592 -1.0996 176.109 3086.56 0.50894 -0.883654 189.246 3737.69 0.192756 -1.2605 162.804 10118 1.01011 0.114026 217.712 12665.9 0.329935 -1.1429 185.402 17091.8 1.23443 0.743842 263.04 22872.7 0.475879 -0.929788 143.464 17037 1.45399 1.49002 246.368 24777.7 0.48251 -0.894542 419.577 7062.76 0.41558 -0.979 435.003 6827.57 0.245938 -1.28061 124.677 16641.2 1.5805 1.96317 241.818 25316.8 0.483547 -0.88607
0.961484 249589 494.214 1.05403 2194.01 2.04481 2.29649 1.98158 2.03234 1.99604 2.09873 1.63926 2.20747 67.4323 4712.5 1.39717 1.26087 117.431 6939.42 0.490471 -0.954272 171.32 3000.52 0.626295 -0.715959 187.925 3201.63 0.225277 -1.1112 148.855 8905.2 1.22086 0.725994 199.565 12346.6 0.553329 -0.783644 163.965 13933.9 1.50134 1.76462 237.139 21662.9 0.688113 -0.590699 120.547 13123.1 1.78847 2.99471 206.006 23670.3 0.773009 -0.449208 411.076 6724.36 0.558039 -0.784127 428.846 6945.6 0.294126 -1.0422 89.5042 11939.4 2.06434 4.37252 191.44 24517.2 0.814453 -0.370867
1.20513 60969.1 42.0969 1.30784 1481.58 0.814896 1.8545 1.66399 1.66923 1.63176 1.70276 1.40581 1.74044 99.3844 6108.98 0.836703 -0.370455 139.454 6657.56 0.22729 -1.05921 181.043 3184.52 0.400406 -1.00141 191.193 3254.92 0.22109 -1.14069 177.931 11509 0.800737 -0.418779 220.201 13088.1 0.301054 -1.15351 207.77 20018.3 0.976799 -0.0118685 268.415 23295.6 0.40781 -0.975344 169.881 20829.5 1.14137 0.405404 249.778 25521.7 0.422633 -0.950565 424.54 7259.84 0.380884 -1.0142 430.57 6941.04 0.343271 -1.00739 153.344 20933.8 1.22377 0.639772 243.848 26266.1 0.425212 -0.942412
1.40857 24286 4.70182 1.46067 325.916 1.32589 1.95349 1.8267 1.85608 1.8206 1.86671 1.70771 1.87454 127 6400.25 0.414543 -0.964384 148.477 4620.72 0.250931 -0.7117 185.319 3198.01 0.287352 -1.09833 174.777 3109.14 0.442758 -1.04844 200.055 12202.3 0.54804 -0.813435 215.505 12663.7 0.576661 -0.96799 237.966 21628.2 0.692717 -0.585833 272.669 24735 0.459085 -1.17889 211.507 23515.8 0.748546 -0.477942 265.04 25673.7 0.459436 -1.13968 426.617 7162.21 0.31262 -1.05569 443.093 6967.56 -0.0517752 -1.21154 205.481 23955.7 0.759 -0.453127 261.791 26160.8 0.451489 -1.12008
1.00126 163.882 4.11385 -1 -1 -1 0.961852 0.477121 0.640978 0.614649 0.64015 -0.176091 0.935357 25.6778 1880.12 2.40794 5.88107 53.6494 3567.52 1.56787 1.65999 158.716 1194.21 0.63283 -0.0436279 -9999 -9999 -9999 -9999 114.209 4232.06 1.83826 4.25774 152.015 8399.12 0.97993 -0.105521 114.209 4232.06 1.83826 4.25774 174.021 16107.3 1.35921 1.06883 77.148 3863.83 2.10696 5.75829 112.408 14042.9 1.84089 3.13132 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 27.3607 2443.39 3.13754 13.0087 75.8478 11271.1 2.37197 5.93301
1.06432 366345 496.121 1.29085 768.769 1.01004 3.00416 2.67896 2.73322 2.69549 2.80128 2.39156 2.88868 81.6148 5408.41 1.12159 0.35516 145.152 6109.05 0.152285 -1.12951 175.535 3064.62 0.525644 -0.841076 190.523 3016.94 0.148529 -1.0662 160.222 9922.73 1.03574 0.173537 211.852 11917.1 0.395123 -0.94142 179.749 16073.1 1.28484 0.95688 253.014 21586.5 0.581954 -0.709965 139.191 15895 1.5065 1.73641 236.138 23212.6 0.59481 -0.677935 414.246 6911.17 0.515767 -0.861015 428.815 7070.11 0.32738 -1.15582 114.319 15365 1.67252 2.40297 232.763 23604.7 0.590654 -0.671914
0.836596 936721 3697.72 0.865339 4947.29 4.73315 2.54329 2.07982 2.15784 2.13977 2.27352 1.78928 2.48369 46.9826 3523.03 1.93638 3.52731 103.556 6250.6 0.699418 -0.560939 167.561 2854.75 0.712718 -0.54834 179.969 3089.84 0.421891 -0.950218 136.156 7645.43 1.44104 1.54036 179.014 10951.7 0.806058 -0.343928 146.464 11272.2 1.76637 3.00054 201.587 17432.9 1.0206 0.203718 100.341 9849.88 2.15947 5.06673 169.691 18423.3 1.1194 0.482448 405.398 6421.95 0.641401 -0.629765 412.656 6631.3 0.493312 -0.875326 58.2583 7528.48 2.77423 9.06493 151.67 18868.2 1.17748 0.660951
0.819003 149490 742.194 1.2215 251.079 1.32938 3.21677 2.62719 2.70306 2.67619 2.85744 2.20249 3.11301 44.5669 3352.73 2.03604 3.99129 121.746 6783.64 0.405472 -1.06216 167.615 2827.36 0.706855 -0.536755 185.525 3184.02 0.186124 -1.06404 135.535 7587.32 1.4416 1.55599 200.844 13953.6 0.568775 -0.860369 145.61 11127.4 1.76746 3.01827 228.061 21001.5 0.700442 -0.543414 98.1812 9604.8 2.18944 5.23646 204.549 22626.8 0.749849 -0.453023 404.555 6313.54 0.638548 -0.643558 425.944 6026.84 0.549253 -0.479346 54.9752 7076.87 2.88398 9.85397 193.322 23317.4 0.779278 -0.401906
1.32617 50712.4 11.5193 -1 -1 -1 2.90696 2.72396 2.65527 2.6373 2.69604 2.37202 2.72499 115.255 6407.64 0.584127 -0.765848 164.407 6538.8 0.105908 -1.2968 184.042 3209.04 0.336572 -1.04867 199.071 3906.18 0.12853 -1.52974 188.768 11797 0.662585 -0.653378 257.919 14167.3 -0.118237 -1.33901 222.339 20764.4 0.833536 -0.31627 293.649 20473 0.0547678 -1.08438 193.141 22170.5 0.920453 -0.125209 285.089 21943 0.043962 -1.09394 424.428 7252.97 0.358063 -1.04613 414.094 5870.18 0.496205 -0.853291 181.551 22690.9 0.953178 -0.0435514 285.089 21943 0.043962 -1.09394
1.12535 222.493 5.59424 -1 -1 -1 1.07615 0.90309 0.762639 0.781944 0.753328 7.43136 1.09619 25.6073 3015.79 2.87408 7.87849 49.0569 2373.93 1.363 1.3923 186.667 3288.69 -0.177898 -1.31317 -9999 -9999 -9999 -9999 178.93 13546.3 0.577521 -1.00529 96.0585 2008.19 1.07191 -0.169266 192.798 17255.3 0.706428 -0.604059 96.0585 2008.19 1.07191 -0.169266 141.406 17229.8 1.12591 0.162604 73.7399 2159.88 1.24706 0.742215 391.1 3761.75 0.786258 -0.01703 -9999 -9999 -9999 -9999 42.0819 8802.75 2.91041 8.23768 49.0569 2373.93 1.363 1.3923
1.46631 2194.13 5.6762 1.45098 254.319 1.2488 0.850362 0.736865 0.812601 0.80956 0.81673 0.746245 0.818896 143.443 4868.45 0.502556 -0.657063 169.259 5075.85 0.0659245 -1.31236 182.611 3140.67 0.457488 -0.80054 189.389 3666.52 0.0607851 -1.53505 191.326 10594.3 0.612081 -0.776334 219.948 10783.4 0.330889 -0.964643 225.482 20008.3 0.903741 -0.0969781 253.606 19193.1 0.67411 -0.399884 219.349 20480.1 0.89796 -0.0771616 250.061 19637 0.65552 -0.400652 413.449 8818.96 0.533132 -1.08891 415.705 8514.06 0.452995 -1.08896 218.332 20585 0.893516 -0.0757643 250.061 19637 0.65552 -0.400652
1.27636 4118.33 15.2534 1.35352 387.002 1.35917 1.18243 0.992995 1.12892 1.08777 1.09699 0.884067 1.10579 113.061 5512.3 0.837276 -0.358487 144.697 5400.06 0.0962995 -0.984183 181.875 3262.43 0.403039 -1.00172 182.892 2783.44 0.271909 -0.991374 168.363 12319.6 0.879781 -0.382606 214.37 11057.8 0.572851 -0.803212 197.794 20901 0.996827 -0.0657644 265.354 22577.6 0.602178 -0.866857 179.175 21055.2 1.10276 0.188268 242.899 24979.4 0.597378 -0.782234 426.699 6719.2 0.352303 -0.954461 439.876 7324.57 0.151219 -1.17934 174.348 21217.2 1.1149 0.238176 240.801 25216.7 0.596288 -0.775725
1.07007 987.279 5.42778 -1 -1 -1 1.42342 1.33244 1.16177 1.14145 1.20862 0.890855 1.37107 61.4149 5240.23 1.49896 1.57257 87.7476 5521.08 1.19401 0.744506 170.861 3619.32 0.746092 -0.787723 177.219 4766.75 0.387052 -1.53683 155.274 8373.81 1.03492 0.133623 164.49 13887.7 1.05078 -0.261083 166.189 11942.2 1.3937 1.6334 191.746 22347.8 1.05704 -0.155239 128.467 12097.3 1.5449 2.22966 165.062 22190.1 1.21383 0.310213 388.34 6497 0.910403 -0.3046 -9999 -9999 -9999 -9999 78.8045 10689 1.98529 4.10777 142.956 21950.6 1.33728 0.73683
0.784389 195254 818.821 0.952985 888.467 1.98671 2.65882 2.14583 2.21185 2.18203 2.33804 1.73196 2.58534 42.8584 3043.2 2.12432 4.54875 102.075 5787.7 0.782359 -0.381448 165.399 2729.62 0.760721 -0.425329 178.712 3012 0.460268 -0.884263 130.252 7106.63 1.55386 1.9935 174.719 11212.9 0.821623 -0.40783 138.995 10243.1 1.88939 3.61479 204.985 19911.1 0.998756 0.00587373 92.5592 8583.36 2.34402 6.22226 172.153 20578.4 1.14124 0.384026 401.935 6219.04 0.673591 -0.607446 420.563 7450.64 0.361802 -1.16597 51.7437 6233.35 3.049 11.3182 158.304 20838.1 1.19259 0.55088
0.942229 119859 398.412 0.988616 1764.57 2.23663 2.04997 1.73761 1.77815 1.75151 1.85904 1.44929 1.97989 64.0507 4540.45 1.50057 1.57543 110.652 6622.72 0.633888 -0.733077 171.912 2991.33 0.609607 -0.724329 185.165 3289.22 0.29415 -1.1381 148.394 8833.81 1.21993 0.724873 186.308 11501.2 0.650959 -0.654005 162.816 13630.9 1.5053 1.80753 218.867 20489.8 0.875714 -0.184932 117.654 12744.1 1.81376 3.12953 188.697 21760.2 0.971736 0.0268298 409.441 6564.82 0.605475 -0.688953 422.538 7827.7 0.374134 -1.13698 84.2974 11242.2 2.15933 4.86538 172.687 22367.3 1.0202 0.151081
1.23619 115997 44.0676 1.29372 1435.91 1.21619 2.10497 1.95113 1.94966 1.91121 1.97228 1.70404 2.00365 104.248 6140.43 0.754489 -0.48338 137.381 6415.85 0.310794 -1.02789 180.68 3197.17 0.407067 -0.995895 189.058 3286.94 0.252201 -1.12841 177.98 11307.3 0.800413 -0.406013 211.458 13457.6 0.405923 -1.03737 207.91 19801.2 0.979652 -0.00197414 262.079 24474.1 0.440688 -1.02956 174.34 20676.3 1.11144 0.34073 245.831 26132.7 0.475431 -0.988099 423.902 7237.64 0.365731 -1.03392 435.9 6974.24 0.107755 -1.18144 159.605 20961.1 1.1687 0.510617 240.437 26767.7 0.479122 -0.97266
1.47077 8391.78 2.31711 -1 -1 -1 2.14385 1.93124 1.94789 1.88488 1.93146 1.67806 1.93909 130.819 6188.18 0.418326 -0.959811 234.258 3741.39 -1.56922 1.97132 186.328 3202.5 0.274293 -1.04464 246.827 1477.17 -0.867956 0.311438 205.562 13242 0.454069 -1.00291 291.397 7519.72 -0.413125 0.227786 249.405 23339.8 0.539591 -0.86188 345.962 14880 0.0296219 -0.621604 227.736 25120.9 0.598453 -0.792027 345.962 14880 0.0296219 -0.621604 428.286 6947.7 0.307011 -1.01142 429.741 6631.35 0.213105 -1.11128 224.01 25466.8 0.604129 -0.779503 345.962 14880 0.0296219 -0.621604
1.18402 64669.7 94.9099 1.22952 1192.32 1.25147 1.93629 1.75761 1.77497 1.73499 1.79602 1.51554 1.84507 95.9182 6212.76 0.871595 -0.310567 132.118 6703.79 0.340976 -1.03487 181.445 3238.74 0.383505 -1.02767 189.378 3324.99 0.21621 -1.17807 174.546 10946.8 0.813662 -0.365897 206.577 12281.4 0.438803 -0.966334 198.974 18078.5 1.04316 0.245845 254.923 23701.1 0.578716 -0.7821 163.202 18817.2 1.18793 0.638204 233.387 25647.4 0.615242 -0.720184 416.209 6961.31 0.493363 -0.887973 434.488 7940.61 0.258599 -1.15295 141.712 18890.2 1.29787 0.962521 224.445 26489.2 0.626893 -0.69477
0.784953 134150 611.271 -1 -1 -1 3.56973 2.94501 3.0514 3.02716 3.22108 2.57778 3.4923 41.1796 3053.93 2.14398 4.66221 128.213 7114.54 0.219588 -1.28744 165.72 2764.86 0.751341 -0.451781 199.345 2301.24 0.0908226 -0.792895 129.779 6934.89 1.5632 2.07451 188.818 9668.05 0.443209 -0.710144 137.784 9823.67 1.91048 3.79525 213.463 16808.6 0.923109 0.292489 92.1954 8311.27 2.33752 6.28719 192.906 18167.5 0.910256 0.273618 402.222 6147.9 0.670843 -0.568994 408.34 8652.3 0.527834 -1.45638 49.1719 5944.09 3.07049 11.6478 179.145 19118.3 0.902057 0.259642
0.831737 1472.63 33.0729 -1 -1 -1 2.05165 1.22309 1.24633 1.2244 1.34166 0.948847 1.99038 15.3614 1382.59 4.24219 20.6761 76.8419 5331.54 1.2465 0.498811 173.94 2924.98 0.667555 -0.488041 184.656 2986.95 0.294428 -1.35301 137.722 8259.76 1.38102 1.40135 173.296 11802.1 0.724338 -0.762665 164.266 16877.1 1.52132 1.48156 213.251 22761.8 0.806603 -0.645362 97.7751 12860.9 2.28757 5.00035 152.005 21974.8 1.24997 0.39499 438.377 6864.33 -0.0987568 -1.25127 -9999 -9999 -9999 -9999 20.8534 3746.04 5.43918 34.5287 127.327 21003.4 1.44957 1.04116
1.44903 27452.4 3.48251 -1 -1 -1 2.46613 2.45731 2.33595 2.28664 2.31259 2.1012 2.33057 128.143 6480.49 0.3714 -0.987707 143.575 7030.73 0.361552 -1.27823 187.022 3134.88 0.254671 -1.08748 202.055 3709.03 0.0691039 -1.64054 203.371 12515.9 0.509721 -0.887735 225.937 13456.9 0.0314253 -1.33777 243.188 22143.3 0.636742 -0.690398 289.539 25425.4 0.160197 -1.19411 219.989 23982.2 0.682187 -0.607965 275.125 27492.3 0.185183 -1.20593 428.053 7014.06 0.318417 -1.03854 422.462 8854.52 0.169995 -1.47838 211.566 24689.9 0.693683 -0.578822 275.125 27492.3 0.185183 -1.20593
1.56206 4557 2.9284 1.39267 317.727 0.927565 0.621275 0.658225 0.660463 0.683093 0.671987 0.746684 0.672153 157.412 6070.41 0.0781946 -1.23479 144.519 6404.46 0.271554 -1.17077 197.163 3328.79 -0.0829002 -1.16846 191.495 3584.87 0.0936942 -1.35697 237.128 14101.7 0.17322 -1.21876 218.918 13653.3 0.281263 -1.20161 293.968 24910.3 0.223554 -1.14338 266.862 24466.6 0.422253 -0.995245 284.758 26298.7 0.226423 -1.13558 252.74 26118.4 0.436353 -0.970886 442.425 7167.76 0.165025 -1.11048 432.089 7848.74 0.249017 -1.35376 283.036 26594.2 0.223834 -1.13141 251.282 26316.4 0.435395 -0.967648
0.84879 20877.8 181.672 0.792555 937.327 4.65617 1.73657 1.17651 1.25147 1.24892 1.34202 1.26349 1.71531 30.487 2618.9 2.58356 6.92018 86.0136 5214.23 0.998126 0.112343 167.199 2746.55 0.65397 -0.601057 172.093 2883.79 0.522563 -0.834077 141.023 8498.1 1.36581 1.12493 149.478 7953.92 1.20479 0.904947 153.48 12821.7 1.64888 2.33482 163.855 12863.9 1.59678 2.34217 103.744 11169.7 2.08295 4.42968 129.104 12728.9 1.72755 3.02275 404.536 6489.02 0.725645 -0.563317 413.185 7852.35 0.439033 -1.13053 40.0015 6185.66 3.46549 14.0456 109.567 12554.8 1.80482 3.44957
0.950359 221.19 12.841 -1 -1 -1 1.67882 1.17609 0.916454 0.916454 1.16879 7.11394 1.68664 18.2679 1807.87 4.27409 20.0479 66.6922 4366.61 1.41653 0.751571 196.808 4034.21 0.024146 -1.57528 -9999 -9999 -9999 -9999 188.941 15110.9 0.549137 -1.10149 -9999 -9999 -9999 -9999 188.941 15110.9 0.549137 -1.10149 -9999 -9999 -9999 -9999 90.7813 11377.2 1.84293 2.21004 81.1822 4408.61 1.30314 0.050238 386.091 1131.42 -0.912633 -0.528386 -9999 -9999 -9999 -9999 24.8271 4167.11 4.26719 19.0833 66.6922 4366.61 1.41653 0.751571
0.939132 48695 121.435 1.06804 557.443 1.84587 2.16791 1.88381 1.89419 1.87077 1.98712 1.56118 2.09914 65.1744 4606.91 1.46958 1.4679 109.544 6595.35 0.721664 -0.532012 172.45 3001.12 0.585243 -0.778065 185.524 3657.46 0.334058 -1.23678 146.551 8567.65 1.21846 0.754139 184.298 12673.4 0.752932 -0.628747 160.238 13207.5 1.54408 2.02735 215.093 21644.1 0.923475 -0.178953 116.314 12320.1 1.84474 3.34655 188.702 22644.7 1.00897 0.0436178 408.683 6836.87 0.61666 -0.768111 432.235 7805.84 0.351222 -1.04085 84.541 11010.2 2.15414 4.9396 172.33 23169.2 1.06271 0.19399
1.51725 1257.61 6.59616 -1 -1 -1 0.798836 0.907093 0.702007 0.66812 0.663806 0.424269 0.671971 164.859 3837.03 -0.429156 0.318886 156.104 6388.37 -0.00578082 -1.36662 184.388 1863.29 0.660966 -0.0262889 203.36 2767.46 -0.130199 -1.30765 206.944 7882.76 1.0332 0.458763 242.752 16072 0.127039 -1.37904 244.211 17421.4 1.07797 0.0922849 293.405 24747.1 0.0980353 -1.29536 240.488 17862.2 1.03645 0.102084 286.434 25774.8 0.112109 -1.29808 440.61 7328.51 0.0517213 -1.07883 444.722 4960.24 0.242019 -0.682376 233.194 18898.5 0.935331 0.104695 282.621 26478.2 0.106973 -1.28531
0.976743 451584 889.693 1.17773 1339.17 1.32617 2.84404 2.47827 2.53453 2.49126 2.6098 2.11264 2.73395 67.1862 4797.63 1.383 1.18825 126.986 6663.63 0.344853 -0.994432 172.264 2982.98 0.601191 -0.736077 186.509 3146.88 0.270682 -1.04241 150.399 9019.64 1.19351 0.648357 204.637 12318.8 0.53715 -0.834643 165.838 14116.3 1.47079 1.65348 246.629 22454.5 0.648112 -0.689422 122.946 13413.8 1.74485 2.79672 222.994 24414.3 0.68474 -0.604923 410.869 6711.49 0.557878 -0.782961 432.191 7305.74 0.265467 -1.03965 89.7856 12179.8 2.0359 4.20995 210.901 25421.9 0.70224 -0.562892
1.05306 907293 1218.65 1.10661 4382 1.66406 2.54824 2.28891 2.31744 2.28172 2.36834 1.98341 2.45405 77.3664 5342.96 1.16746 0.499452 122.75 6832.63 0.461306 -0.919341 174.682 3051.83 0.542652 -0.824283 186.766 3414.55 0.280866 -1.19248 158.435 9748.15 1.06943 0.26393 202.097 12602.6 0.508677 -0.917767 177.37 15753.7 1.31915 1.0669 242.65 22470.2 0.636992 -0.701343 136.926 15520.2 1.54073 1.87793 217.155 24369.5 0.698143 -0.601067 414.028 6858.12 0.515894 -0.846594 428.753 7197.51 0.298068 -1.07254 107.891 14825 1.74113 2.71439 204.75 25302.1 0.723672 -0.54997
0.726884 7082.03 176.657 1.05335 191.481 2.75477 2.0816 1.33646 1.39639 1.38378 1.56837 1.10763 2.04343 24.015 1838.7 3.41992 13.179 85.9735 5554.9 0.998638 0.0311834 170.299 2978.56 0.690029 -0.629155 178.235 2890.2 0.485566 -0.927012 131.658 7524.54 1.49923 1.74264 155.871 9475.41 0.991576 0.0557816 138.873 10090.7 1.78745 3.17509 172.967 15071.1 1.31935 1.19032 85.0951 7941.57 2.41598 6.57504 140.237 14948.6 1.49114 1.80443 401.615 5437.93 0.757999 -0.193007 411.42 6951.28 0.696919 -0.981597 28.1351 3416.53 4.41688 24.1972 116.604 14729.7 1.61175 2.31269
1.23969 45172 20.5582 1.31942 827.643 1.29851 1.94013 1.7513 1.7813 1.75402 1.81287 1.56585 1.8462 102.73 6297.78 0.762626 -0.502178 142.11 6884.59 0.210248 -1.1017 181.715 3236.9 0.366554 -1.04212 190.057 3628.4 0.188846 -1.30674 180.01 11474.9 0.760139 -0.484818 220.577 12673.1 0.312385 -1.13221 210.756 20022.8 0.932112 -0.114474 264.74 22457.9 0.466887 -0.889832 176.013 21034.5 1.06962 0.217627 246.21 24619.8 0.471125 -0.863124 422.888 7145.79 0.351737 -1.05566 430.029 7073.35 0.336287 -1.0752 159.263 21351.2 1.13981 0.409885 239.062 25486.3 0.471865 -0.854124
0.95363 311109 671.542 1.09549 1208.74 1.67582 2.68559 2.33074 2.36758 2.34594 2.46475 1.995 2.5963 64.0162 4648.14 1.4573 1.44638 121.161 6781.97 0.453833 -0.915347 172.105 2978.65 0.606597 -0.723443 188.229 3204.61 0.263763 -1.05384 147.817 8774 1.2239 0.754261 200.301 12315.5 0.53683 -0.862566 162.194 13583.4 1.51704 1.86124 227.165 19118.6 0.718672 -0.450598 118.91 12760.4 1.80659 3.1123 202.805 20810.9 0.760779 -0.371601 410.171 6653.03 0.578281 -0.763003 411.373 6348.16 0.534063 -0.684885 84.2536 11361.1 2.13379 4.77387 188.909 21761.5 0.784519 -0.323231
1.2795 16076.9 41.4147 1.41638 831.248 1.15876 1.52161 1.38155 1.40692 1.3644 1.39131 1.03844 1.39521 119.649 5136.15 0.697492 -0.351107 155.247 6736.79 0.00453943 -1.12779 174.052 3292.46 0.517994 -0.906724 196.846 3304.74 0.137183 -1.25687 168.658 10098.5 1.02515 0.067349 232.522 12177.4 0.187161 -1.09606 192.305 17214.1 1.21042 0.595623 276.538 21136.9 0.361934 -0.924632 173.82 17733.9 1.24693 0.791839 261.548 23241.8 0.340935 -0.917447 420.593 6878.12 0.410281 -0.960151 425.478 6860.31 0.291305 -1.09643 169.434 17928.8 1.24453 0.820485 256.899 23943.9 0.332225 -0.914994
