s_e esize chi2ndf_e s_m msize chi2ndf_m log10_NeNm_0_300 log10_NeNm_100_300 log10_NeNm_50_450 log10_NeNm_50_600 log10_NeNm_20_600 log10_NeNm_300_600 log10_NeNm_0_600 e_mean_0_300 e_var_0_300 e_skew_0_300 e_kurt_0_300 m_mean_0_300 m_var_0_300 m_skew_0_300 m_kurt_0_300 e_mean_100_300 e_var_100_300 e_skew_100_300 e_kurt_100_300 m_mean_100_300 m_var_100_300 m_skew_100_300 m_kurt_100_300 e_mean_50_450 e_var_50_450 e_skew_50_450 e_kurt_50_450 m_mean_50_450 m_var_50_450 m_skew_50_450 m_kurt_50_450 e_mean_50_600 e_var_50_600 e_skew_50_600 e_kurt_50_600 m_mean_50_600 m_var_50_600 m_skew_50_600 m_kurt_50_600 e_mean_20_600 e_var_20_600 e_skew_20_600 e_kurt_20_600 m_mean_20_600 m_var_20_600 m_skew_20_600 m_kurt_20_600 e_mean_300_600 e_var_300_600 e_skew_300_600 e_kurt_300_600 m_mean_300_600 m_var_300_600 m_skew_300_600 m_kurt_300_600 e_mean_0_600 e_var_0_600 e_skew_0_600 e_kurt_0_600 m_mean_0_600 m_var_0_600 m_skew_0_600 m_kurt_0_600
1.16878 32152.8 37.2556 1.30413 1555.71 1.1767 1.534 1.34854 1.35913 1.32179 1.41747 1.12554 1.43099 100.472 6382.8 0.838483 -0.485178 137.92 7118.28 0.256932 -1.13292 185.467 3216.05 0.27242 -1.1124 192.916 3519.15 0.133157 -1.24697 182.921 11457.2 0.690465 -0.572664 219.314 12857.3 0.30048 -1.10859 216.028 20710.5 0.905215 -0.138558 271.129 23965.4 0.413168 -0.979046 166.748 21745.7 1.13666 0.380487 250.082 26366.7 0.441476 -0.949425 427.242 7674.69 0.331019 -1.15275 436.389 7375.8 0.22171 -1.16172 156.495 21772.6 1.19186 0.529305 241.309 27390.2 0.451964 -0.935816
1.4506 38912.2 5.94621 1.37784 1883.18 1.07645 1.23336 1.15832 1.17336 1.1584 1.1835 1.08006 1.1844 128.744 6478.67 0.427193 -0.962707 148.631 6749.45 0.076141 -1.12007 186.561 3371.1 0.25478 -1.18552 194.897 3257.19 0.115791 -1.15498 202.154 12747.8 0.529626 -0.871702 224.649 12603.8 0.3057 -1.02196 245.331 23206.7 0.629858 -0.73489 273.37 22919.2 0.421338 -0.934336 221.379 24998.8 0.690029 -0.636603 258.72 24771.4 0.419293 -0.915522 433.731 7310.2 0.241552 -1.08604 435.074 7254.5 0.225959 -1.10568 214.719 25543.3 0.700906 -0.609703 251.308 25810.4 0.41121 -0.905371
1.48317 21934 7.86461 1.47458 1153.42 0.974684 1.20886 1.13623 1.13659 1.11693 1.136 0.996887 1.13349 133.554 5760.14 0.455401 -0.87179 154.593 6354.52 0.0345349 -1.13192 183.809 3269.77 0.328081 -1.10476 195.719 3253.32 0.0489283 -1.20455 197.226 12628.9 0.575297 -0.849673 231.593 13064.2 0.177832 -1.15946 243.082 23892.6 0.652662 -0.746989 283.573 23419.4 0.299535 -1.04043 226.853 25089.5 0.693401 -0.670184 274.332 24736.2 0.297155 -1.03307 434.285 7578.51 0.215483 -1.16097 433.059 7264.59 0.232871 -1.14444 224.132 25344.6 0.69468 -0.658687 269.467 25544.5 0.285848 -1.02245
1.46025 36020.5 4.56029 1.42804 1717.29 0.989059 1.28926 1.23733 1.21128 1.18137 1.20073 1.03941 1.20334 130.757 6275.3 0.374515 -0.947344 145.984 6628.45 0.136185 -1.10231 185.181 3199.07 0.316674 -1.07297 192.655 3323.28 0.152403 -1.22279 200.578 12352.5 0.543395 -0.831152 231.388 13328.5 0.201874 -1.20635 242.738 22692.3 0.661877 -0.672486 285.596 23759.8 0.271982 -1.09637 221.841 24308.1 0.703076 -0.588853 270.595 25885.6 0.277446 -1.08443 431.542 7347.2 0.261872 -1.11438 433.915 7019.77 0.239207 -1.0328 215.364 24867.8 0.709406 -0.565133 264.118 26863 0.276584 -1.07784
1.35043 57942.8 21.6274 1.31236 825.925 0.63323 1.93462 1.81318 1.81731 1.78835 1.82785 1.68335 1.86495 108.357 6933.74 0.599814 -0.781312 135.975 6611.65 0.304491 -0.971023 184.909 3243.21 0.321417 -1.07017 187.914 3422.1 0.308231 -1.14852 194.86 12156.4 0.588455 -0.774397 211.067 12743.8 0.430615 -1.01544 232.636 21879.6 0.74415 -0.503394 264.38 24534.1 0.482387 -0.973599 200.953 23689.4 0.836725 -0.329901 246.115 26456.5 0.509106 -0.923731 427.802 7420.39 0.325243 -1.09164 438.474 7482.87 0.171848 -1.15583 179.299 24671.3 0.909977 -0.181179 238.03 27388.8 0.514132 -0.902029
1.25572 28805.7 37.5459 1.39497 2208 1.03109 1.42033 1.16535 1.18373 1.15167 1.22357 0.969289 1.29552 91.2815 6416.63 0.88391 -0.298959 145.824 6749.18 0.146363 -1.10195 181.282 3184.92 0.410354 -0.980978 192.02 3399.61 0.193939 -1.20599 185.71 12256.2 0.709923 -0.625412 229.379 13207.8 0.229859 -1.15951 222.656 22048 0.814988 -0.441088 280.234 23466.2 0.324427 -1.05466 183.293 23343.8 0.986435 -0.0878077 264.121 25590.7 0.334221 -1.03961 429.209 7132.34 0.278428 -1.08878 434.144 7004.12 0.227228 -1.15218 152.926 23578.9 1.15053 0.311231 257.298 26572.4 0.332689 -1.03076
1.2738 103942 35.1894 1.26032 1942.75 1.28794 1.86786 1.72869 1.73728 1.70991 1.75338 1.54435 1.78637 105.723 6414.03 0.692584 -0.598362 138.45 6933.13 0.220916 -1.14306 182.252 3199.43 0.377093 -1.00368 193.496 3291.59 0.0884052 -1.12311 182.914 11530.2 0.74242 -0.508088 217.408 12986.4 0.373845 -1.00184 215.499 20501.4 0.909007 -0.171999 264.15 23478.2 0.484457 -0.899945 182.826 21670.1 1.02387 0.105228 242.478 25805.1 0.508749 -0.857837 426.114 7272 0.336992 -1.05032 436.479 7339.84 0.190761 -1.16656 165.497 22152.5 1.08648 0.27436 235.528 26583.6 0.514344 -0.844509
1.39369 26370.7 4.50759 1.4112 994.003 0.960176 1.52011 1.40675 1.40305 1.37368 1.40765 1.2242 1.42511 119.939 6841.02 0.509578 -0.883559 145.424 6318.43 0.0472327 -1.18731 187.399 3378 0.279313 -1.13585 191.362 2899.05 0.0647915 -1.2236 196.662 12177.8 0.548875 -0.827639 229.505 12962.8 0.249028 -1.1231 238.136 22666.8 0.70138 -0.591054 282.613 23411 0.315077 -1.07436 210.139 24485.7 0.776175 -0.457252 265.925 25714.6 0.317347 -1.05415 431.333 7681.67 0.26259 -1.17461 433.847 6995.01 0.205937 -1.09749 197.912 25252.8 0.806582 -0.393971 260.125 26539.1 0.318183 -1.04844
1.3738 126320 20.0362 1.28588 1986.73 1.09191 1.828 1.75532 1.74477 1.72294 1.74473 1.57933 1.75698 119.738 6546.89 0.492268 -0.861788 136.174 6717.79 0.225597 -1.09585 184.852 3229.02 0.310733 -1.08237 189.952 3139.93 0.209588 -1.1275 192.873 11853.7 0.618353 -0.71265 221.32 13045.2 0.305983 -1.11248 227.875 20989.5 0.787524 -0.402797 265.897 22558.7 0.424415 -0.933021 202.199 22493.5 0.849436 -0.26698 245.467 24861.2 0.446715 -0.909932 425.265 7244.88 0.345493 -1.06008 426.812 6852.51 0.363275 -0.961857 189.972 23233.1 0.872767 -0.203652 236.752 25890.3 0.453234 -0.898888
1.30153 15890.3 10.0435 1.50275 1222.57 1.21043 1.43105 1.24585 1.2407 1.19357 1.26061 0.980214 1.28746 111.314 6767.75 0.624573 -0.796895 157.877 6296.47 -0.130627 -1.1296 186.11 3271.48 0.287721 -1.13906 198.323 2809.69 -0.0202999 -1.0141 193.442 11998.1 0.613742 -0.714141 240.131 12222.6 0.15192 -1.03314 230.023 21299.1 0.751927 -0.488783 296.214 22334.3 0.227954 -1.06855 192.14 23242.9 0.876526 -0.258382 281.337 24684.9 0.211859 -1.05825 427.716 6962.06 0.295081 -1.00676 433.138 7099.96 0.142151 -1.07122 179.294 23698.1 0.928656 -0.153967 277.862 25299.4 0.203521 -1.05196
1.33642 21652.3 9.18807 1.43153 1145.43 1.33543 1.50399 1.35119 1.3341 1.29747 1.34169 1.10569 1.38269 109.479 6651.38 0.598822 -0.755608 151.19 7081.87 0.162401 -1.20357 183.765 3144.21 0.349604 -1.00956 199.04 3672.8 0.0611985 -1.30016 191.003 11885 0.643832 -0.678592 235.404 13605.7 0.144502 -1.21664 227.357 21433.7 0.796048 -0.420717 288.5 24209.2 0.279771 -1.03417 196.695 23008.1 0.8881 -0.226413 271.222 26584.4 0.293361 -1.03684 427.243 7346.33 0.291975 -1.13605 437.973 7588.54 0.273026 -1.05789 177.642 23814.7 0.950408 -0.0846406 267.602 27142.5 0.291525 -1.03394
1.52621 15626.1 4.41668 1.40335 687.704 1.21526 1.08345 1.05478 1.05869 1.03355 1.03465 0.950653 1.03867 142.071 7333.4 0.274134 -1.13106 147.413 6760.51 0.0575815 -1.20687 195.563 3856.89 0.124758 -1.34262 195.193 3099.85 0.0493476 -1.1404 212.038 12086.5 0.338626 -1.01087 227.645 12373.6 0.247914 -1.08739 255.433 22291.8 0.555481 -0.722895 282.811 23596.3 0.35324 -1.03661 236.922 24145.4 0.570901 -0.695877 262.837 26146 0.367825 -1.01581 429.403 7950.91 0.24717 -1.22667 441.009 7023.64 0.191992 -1.25679 229.327 24981.3 0.57099 -0.685511 256.602 27030 0.365937 -1.00655
0.986134 208530 558.731 1.31412 2628.3 1.62339 2.37585 1.92379 1.97336 1.91014 2.04121 1.49268 2.21499 60.5938 4702.96 1.52338 1.63032 138.994 7235.33 0.197657 -1.18612 173.562 3066.12 0.569205 -0.802823 195.32 3339.88 0.0636425 -1.18253 153.896 9671.17 1.14734 0.451046 223.099 12723.1 0.282676 -1.06587 172.546 15680.7 1.37802 1.21457 276.26 23633 0.367638 -1.02554 126.746 14833.9 1.68897 2.40913 253.963 26355.5 0.392001 -0.999912 416.12 6792.8 0.4839 -0.864984 436.064 7240.48 0.12775 -1.15402 84.5927 12800.3 2.11537 4.41966 244.794 27481.8 0.402958 -0.988969
1.36023 94711.9 18.8248 1.40937 4116.5 1.57992 1.52019 1.39755 1.39767 1.34612 1.38724 1.17263 1.41288 114.46 6657.45 0.553788 -0.798078 145.603 6750.9 0.14219 -1.1509 183.817 3282.86 0.336969 -1.09111 193.758 3325.68 0.103471 -1.18847 194.112 12151.5 0.614787 -0.748162 223.323 12668 0.247962 -1.09815 230.044 21432 0.761899 -0.477055 285.857 25139.1 0.309412 -1.10208 201.144 23083.2 0.842002 -0.315509 270.058 27246.6 0.325163 -1.08399 426.037 7212.75 0.335774 -1.05797 442.218 7667.82 0.0868979 -1.22732 185.688 23904.2 0.883649 -0.220928 263.506 28192.5 0.326723 -1.07422
1.29276 140508 45.4967 1.24931 3333.59 1.36712 1.72865 1.602 1.60531 1.58391 1.63056 1.44693 1.65752 108.317 6475.78 0.6458 -0.684218 138.388 6722.58 0.21081 -1.10512 182.566 3185.15 0.359629 -1.03177 191.961 3163.15 0.154197 -1.11477 185.876 11604.4 0.703552 -0.573526 212.991 12472 0.382733 -0.976385 218.671 20534.2 0.879017 -0.22118 256.437 22409 0.530235 -0.805177 186.608 21855 0.982876 0.0201352 238.625 24249.2 0.54465 -0.772271 425.379 7263.8 0.360657 -1.0422 429.003 7258.42 0.269641 -1.12914 170.118 22405 1.03886 0.163539 230.382 25169.4 0.546042 -0.758097
1.50209 18408.8 2.80059 1.45953 519.684 0.60703 1.39761 1.32282 1.33916 1.31518 1.34378 1.26163 1.35025 129.807 7111.83 0.34275 -1.0991 150.66 6724.14 0.0372305 -1.08527 192.278 3341.12 0.123375 -1.17758 197.998 3052.88 0.154134 -1.05306 213.859 12982.1 0.37542 -1.01791 223.988 11831.8 0.271201 -1.02791 259.947 23248.3 0.483051 -0.895031 281.909 23570.7 0.361071 -1.05896 235.308 25654.8 0.530736 -0.8452 269.972 25209.4 0.35639 -1.03542 431.315 7233.45 0.238115 -1.10883 437.452 7641.58 0.0443668 -1.31851 224.292 26712.7 0.552366 -0.819246 260.878 26586.2 0.344878 -1.01712
1.36439 22904.4 4.44756 1.40211 1058.84 0.891484 1.47377 1.33814 1.33843 1.30728 1.35112 1.15867 1.37592 114.577 6469.67 0.557219 -0.768887 144.812 6067.04 0.207847 -0.990222 182.736 3229.79 0.348818 -1.05925 187.374 3223.53 0.312424 -1.03663 191.663 12243.8 0.654635 -0.699532 221.497 13608.8 0.338217 -1.10801 232.155 22654 0.75489 -0.553487 277.586 25427.3 0.37292 -1.0914 203.661 24227.1 0.84221 -0.374466 264.724 27033.7 0.386415 -1.06483 432.597 7340.07 0.243351 -1.11662 441.078 7629.65 0.124129 -1.20694 189.977 24970.4 0.878512 -0.285137 260.65 27603.4 0.385776 -1.05485
1.42302 11530.7 6.59312 1.43134 526.019 0.510095 1.39593 1.23867 1.27621 1.25348 1.2926 1.1709 1.32354 116.001 7150.78 0.469504 -1.00338 149.172 6013.47 -0.00749323 -0.994762 189.349 3086.68 0.203725 -1.06164 187.802 2982.15 0.210862 -1.06508 205.992 12505 0.455787 -0.919624 226.53 12102 0.388474 -0.996075 251.207 23422.9 0.602633 -0.736971 282.032 23815.6 0.436006 -1.02668 219.566 25879 0.681521 -0.627311 265.846 26015.7 0.420749 -0.980934 433.768 7774.98 0.263485 -1.18599 441.295 7873.42 0.103397 -1.22067 200.902 27090.1 0.739555 -0.541635 260.091 26867.5 0.411738 -0.96667
1.10584 505144 522.07 1.12562 3112.44 1.50381 2.41075 2.1857 2.21536 2.18256 2.25876 1.94971 2.32773 83.9991 5732.73 1.04229 0.131617 125.497 6653.89 0.363305 -1.01561 177.122 3109.03 0.487104 -0.896628 187.108 3080.81 0.23804 -1.0852 165.677 10385.1 0.962641 -0.0228399 201.223 12255.3 0.53996 -0.812504 187.248 16954.3 1.18637 0.625379 242.734 22473.2 0.669747 -0.642929 147.63 17113 1.38321 1.25621 218.606 24331.3 0.715475 -0.550079 415.819 6803.87 0.485607 -0.866792 432.499 7257.23 0.28053 -1.09205 120.966 16751.8 1.54454 1.84519 207.167 25222.2 0.734395 -0.506103
1.39616 88964.1 11.844 1.30606 2416.8 1.07113 1.56536 1.50413 1.48167 1.46088 1.4875 1.33857 1.49853 120.775 6553.24 0.475625 -0.866473 137.94 6966.57 0.230774 -1.14058 184.555 3248.96 0.321963 -1.0736 193.358 3304.61 0.105102 -1.17244 194.535 11988.2 0.609013 -0.737229 218.203 13200.7 0.296095 -1.08664 232.975 21762 0.743263 -0.526994 266.663 23771.4 0.42648 -0.929469 207.878 23346 0.804278 -0.397305 250.056 25646.1 0.447287 -0.910889 428.869 7200.4 0.278175 -1.09612 431.297 7542.38 0.283096 -1.11682 195.514 24151.3 0.828222 -0.334635 240.795 26771 0.452815 -0.898839
1.38636 28508.6 6.21493 1.39984 1449.86 0.853102 1.40424 1.30288 1.28978 1.25201 1.28064 1.07375 1.30123 121.515 6630.43 0.476061 -0.901182 146.802 6577.77 0.157533 -1.10758 185.879 3297.42 0.277938 -1.16835 193.05 3311.15 0.182133 -1.16386 192.921 11797 0.62328 -0.685044 226.624 12838 0.230729 -1.15006 230.878 21507.5 0.763876 -0.47761 283.654 24545.5 0.335504 -1.06278 205.65 23058.1 0.824038 -0.344994 266.425 26835.3 0.346704 -1.04298 429.413 7220.64 0.249523 -1.09694 438.523 7741.17 0.171489 -1.26234 193.789 23799.2 0.847635 -0.283244 262.419 27416.7 0.345804 -1.03682
1.52129 30795.8 5.23472 1.40877 951.413 0.792073 1.26392 1.2077 1.23171 1.20081 1.20945 1.13313 1.21831 135.289 6680.6 0.349725 -0.989349 152.11 6730.07 0.0214449 -1.21764 189.97 3523.82 0.216572 -1.16007 198.784 3070.02 0.0199649 -1.23977 211.345 12972 0.411591 -1.04717 224.612 12051 0.249759 -0.998107 254.58 22955.3 0.536462 -0.832419 282.672 23659.9 0.344998 -1.02581 235.683 24764.2 0.565667 -0.786386 265.794 25973 0.344343 -1.00786 429.735 7222.47 0.321749 -1.05058 439.245 7416.43 0.103376 -1.16411 228.067 25563 0.57091 -0.768116 262.188 26508.4 0.341599 -1.00312
1.13581 45877.9 85.6181 1.24649 2669.53 1.02875 1.53795 1.22628 1.25889 1.22905 1.32158 1.02354 1.42677 76.9767 5866.31 1.14976 0.309373 134.976 6880.24 0.268098 -1.09415 180.746 3142.44 0.374798 -1.00453 190.905 3289.78 0.178786 -1.16728 173.646 11331.7 0.839338 -0.350109 214.813 12471.6 0.339826 -1.04489 205 20393.4 1.00737 0.0248863 261.519 23195.2 0.513734 -0.819425 158.807 20711.4 1.25575 0.678127 239.931 25381.7 0.542134 -0.782777 427.045 7410.18 0.326113 -1.1124 430.189 7915.22 0.297843 -1.16239 121.993 19797.3 1.51833 1.52985 231.044 26355.3 0.547636 -0.767167
1.48245 28403.4 5.60424 1.32161 1514.59 1.1266 1.08589 1.05987 1.04574 1.03561 1.03879 0.930919 1.03616 135.508 6260.53 0.300628 -0.99734 140.291 6990.59 0.206013 -1.11075 187.518 3157.92 0.251328 -1.05646 190.987 3443.01 0.216849 -1.20552 199.07 11387.5 0.554484 -0.733188 223.787 12538.9 0.253119 -1.12056 246.317 22903.1 0.675414 -0.671288 273.241 22981.3 0.399603 -0.949994 226.425 24550.5 0.702876 -0.591731 252.329 25528.6 0.412758 -0.931675 436.831 7674.29 0.122795 -1.25444 429.63 7514.11 0.271425 -1.13562 220.756 25081.5 0.704617 -0.572009 244.595 26492.6 0.417751 -0.925007
1.26347 20648.3 27.7219 1.31238 756.815 1.14533 1.62684 1.44969 1.46574 1.4399 1.49309 1.27686 1.53416 100.885 6329.03 0.775582 -0.479365 137.786 6828.84 0.262869 -1.08738 181.675 3192.31 0.394859 -0.998066 190.377 3345.78 0.255389 -1.13867 183.637 11712.1 0.705602 -0.621046 219.36 13200.1 0.294323 -1.12244 218.123 21075.2 0.866399 -0.286762 264.804 22720.6 0.390577 -1.00113 182.981 22351.2 0.998428 0.00939085 245.384 24898.9 0.419778 -0.977137 423.704 7427.32 0.351806 -1.10566 426.976 6582.82 0.264065 -1.13381 162.889 22712.2 1.09225 0.235927 238.235 25729.5 0.428301 -0.966595
1.55582 9342 4.68537 1.45493 459.318 0.636461 0.938107 0.979895 0.918106 0.896484 0.894579 0.812554 0.890301 160.847 6359.33 -0.103491 -1.21683 146.157 6869.49 0.176536 -1.23545 202.042 2969.48 -0.16747 -1.09217 195.804 3476.9 0.0123565 -1.24861 223.716 11200.2 0.2469 -0.887376 230.943 14244.2 0.155753 -1.26969 269.454 21474.6 0.514993 -0.690453 287.216 25055.2 0.215096 -1.17294 257.601 23024.8 0.488574 -0.688066 273.586 26900.6 0.239488 -1.17102 430.662 8141.72 0.256789 -1.20533 439.136 6867.9 0.143089 -1.17212 254.507 23481.8 0.477391 -0.686797 267.795 27773 0.242748 -1.16462
1.26582 60858.5 27.7986 1.38055 1590.73 1.11589 1.83143 1.65 1.65276 1.6136 1.67554 1.39463 1.7144 103.463 6577.08 0.696673 -0.63457 143.886 6850.91 0.0922134 -1.15205 183.196 3175.45 0.332191 -1.05 193.327 3120.62 0.129776 -1.09162 184.322 11596.1 0.730883 -0.50605 225.451 12888.7 0.263602 -1.04669 215.124 20043.5 0.902447 -0.159188 275.999 23424.5 0.374591 -0.98899 181.238 21285.4 1.0199 0.117021 260.867 25384.2 0.378032 -0.973024 424.913 7031.24 0.350819 -0.989484 433.016 7501.89 0.170319 -1.17313 160.795 21800.7 1.099 0.32219 251.569 26646.1 0.378227 -0.964281
1.41866 31678.3 6.72305 1.35784 1474.42 0.860995 1.32431 1.25009 1.23683 1.21375 1.24682 1.11507 1.26042 123.921 6676.47 0.423073 -0.945756 144.975 6631.93 0.185835 -1.10532 186.436 3212.4 0.297222 -1.08333 193.719 3316.37 0.157579 -1.17146 199.82 12250 0.559993 -0.798337 217.332 13060.5 0.328412 -1.05536 239.109 22084.4 0.699217 -0.586953 267.771 23840.5 0.416924 -0.97952 213.934 23916 0.748796 -0.482496 255.428 25282.7 0.429062 -0.960145 430.3 7319.59 0.288666 -1.08056 434.881 7210.17 0.179774 -1.08407 202.37 24722.8 0.772577 -0.432175 248.713 26166.2 0.427388 -0.947745
1.54001 26760.9 2.3082 1.42204 1065.63 0.924449 1.07333 1.04487 1.0481 1.03237 1.03476 0.955363 1.03102 138.761 6352.81 0.258023 -1.00409 146.988 7018.91 0.072658 -1.12891 187.739 3215.85 0.300394 -1.06435 194.119 3289.54 0.186498 -1.1403 211.077 12510.5 0.450061 -0.930099 233.632 12520.5 0.224508 -1.09268 261.693 24066.4 0.529647 -0.896343 288.927 23427 0.318304 -1.0469 242.299 26033.3 0.554567 -0.840281 268.603 26268 0.318877 -1.02943 438.85 7604.96 0.137603 -1.22352 438.437 7435.53 0.175262 -1.13453 237.134 26608.8 0.556698 -0.825949 260.711 27416.5 0.318819 -1.0237
1.45986 24241.7 4.30114 1.40737 1305.11 0.840881 1.19331 1.14423 1.15092 1.12014 1.13574 1.01247 1.13369 130.245 6381.01 0.395082 -0.958374 146.966 7052.29 0.024292 -1.19424 186.251 3261.41 0.29325 -1.12833 199.066 2904.66 0.0642319 -1.0791 201.33 12385.8 0.506536 -0.896501 227.168 12174.2 0.258857 -0.981003 243.719 22786.9 0.647258 -0.680719 283.433 23576.4 0.359436 -1.0089 222.287 24436.4 0.69325 -0.599382 265.957 25960.8 0.356782 -0.989347 430.049 7519.87 0.292726 -1.13905 438.589 7667.89 0.106538 -1.20901 215.658 25018.3 0.69962 -0.576178 256.798 27268.7 0.354532 -0.981069
1.42485 24978 3.63586 1.45113 1225.92 1.03095 1.3675 1.26442 1.28447 1.24008 1.27083 1.11101 1.28231 124.016 6573.09 0.454973 -0.882473 151.765 6979.24 0.0910385 -1.15137 185.282 3313.77 0.338676 -1.09886 195.742 3633.32 0.0981527 -1.27166 200.928 12372.6 0.544364 -0.858456 228.146 12490.9 0.249317 -1.08716 242.58 22649.2 0.66625 -0.675545 292.725 25554.5 0.319537 -1.10668 216.165 24579.6 0.726566 -0.56087 276.44 27904.4 0.320563 -1.07922 430.562 7455 0.256528 -1.15975 449.753 8129.99 0.0216715 -1.27489 206.53 25297.2 0.744853 -0.518555 270.762 28760.8 0.319772 -1.07059
1.48572 39479.2 3.53434 1.38475 1312 0.983392 1.34716 1.30862 1.29661 1.26346 1.2707 1.145 1.27898 133.167 6530.93 0.322072 -0.998297 143.36 6503.36 0.1369 -1.11907 187.944 3249.02 0.263834 -1.10194 191.755 3092.75 0.147537 -1.0654 204.329 12304.3 0.498124 -0.876877 226.706 13385.3 0.319604 -1.07837 246.21 22293.6 0.622389 -0.712626 284.351 24713.5 0.318628 -1.1174 226.583 23973.9 0.65252 -0.649493 264.865 27290.6 0.336881 -1.08888 430.264 7117.12 0.266587 -1.06692 441.866 7136.04 0.116467 -1.01789 218.361 24752.8 0.657681 -0.625513 259.891 27976.3 0.340109 -1.0813
1.4584 37273.9 5.55233 1.36131 1196.6 1.06586 1.39802 1.3128 1.31931 1.31059 1.33623 1.24851 1.34958 125.037 6540.7 0.417108 -0.919779 145.59 6032.35 0.134372 -1.02144 185.696 3219.96 0.310879 -1.09327 189.056 3047.37 0.235478 -1.14797 202.643 12601.5 0.536239 -0.885578 219.829 12730.4 0.360002 -1.08098 249.333 23776.2 0.613852 -0.79456 268.004 22885.2 0.432466 -0.984479 224.823 25763.9 0.667195 -0.694731 254.084 24568.4 0.435763 -0.955514 436.147 7414.17 0.212433 -1.14449 431.777 6745.61 0.256012 -0.998863 214.377 26605.3 0.688245 -0.651329 249.306 25234.8 0.429264 -0.94388
1.53749 31234.8 2.82982 1.46916 1149.82 1.3209 1.17005 1.13795 1.11619 1.09401 1.11094 1.00255 1.11015 142.85 6685.84 0.181686 -1.16043 152.907 6663.13 0.0184172 -1.2006 194.037 3196.01 0.100186 -1.17229 197.681 3258.71 -0.0590721 -1.20097 213.165 12416.1 0.381327 -0.954094 231.124 12996.3 0.184637 -1.1517 257.939 22680.6 0.533435 -0.792265 286.355 24047.1 0.295408 -1.07386 239.407 24592.4 0.549188 -0.759494 274.7 25707.6 0.295872 -1.06246 434.381 7162.29 0.262975 -1.10413 439.977 7151.65 0.178201 -1.25999 234.45 25150.9 0.549448 -0.751023 268.467 26702.9 0.288061 -1.05171
1.35011 77737.3 16.8135 1.37745 1959.03 1.20358 1.74131 1.62642 1.61489 1.58165 1.61614 1.39769 1.63649 114.056 6643.78 0.577124 -0.785003 141.922 7179.03 0.150696 -1.19677 184.343 3287.81 0.332755 -1.09216 194.634 3347.49 0.0855468 -1.23559 192.656 12121.8 0.624502 -0.723671 232.818 12943 0.154821 -1.15963 229.869 21793.3 0.769727 -0.46979 284.051 22993.2 0.281663 -1.04396 199.795 23410.7 0.860424 -0.289425 263.222 25784 0.299279 -1.04378 428.496 7371.97 0.303937 -1.08639 429.804 7231.87 0.218725 -1.17889 185.223 24121.7 0.903588 -0.191972 254.838 26967.9 0.303477 -1.04053
1.411 98100.6 9.37756 1.31575 2182.28 1.3949 1.61676 1.56889 1.56229 1.53187 1.55712 1.42491 1.55816 125.417 6543.27 0.43108 -0.956405 137.537 6684.73 0.235254 -1.09195 186.82 3208.4 0.265561 -1.08339 191.055 3228.6 0.161622 -1.17731 199.486 12260 0.541243 -0.825563 215.29 12595 0.377144 -0.9983 238.374 21940.8 0.68831 -0.592427 269.813 24148.8 0.429204 -1.00339 212.059 23781.8 0.748845 -0.482791 251.747 26200.4 0.451703 -0.966649 428.065 7243.59 0.316547 -1.06164 435.285 7609.71 0.113923 -1.14286 204.131 24352.5 0.763539 -0.449235 242.785 27281.9 0.458182 -0.948266
1.53462 22349.6 6.24561 1.45573 1060.48 0.888085 1.09738 1.07901 1.03877 1.00028 1.00326 0.842469 1.0085 148.891 6415.76 0.10895 -1.06566 155.813 6805.02 -0.0137773 -1.23174 192.268 3260.71 0.183139 -1.12606 197.244 3444.75 -0.0417483 -1.30491 209.972 10878.3 0.435573 -0.790094 236.718 12269.9 0.132966 -1.12159 248.873 20304 0.679595 -0.491076 292.295 22603.2 0.247022 -1.05449 233.2 21899.8 0.661226 -0.472749 274.93 25270 0.234511 -1.04695 427.022 7629.79 0.297026 -1.15924 434.243 7019.3 0.201968 -1.0946 227.991 22505.9 0.648644 -0.469803 271.871 25762.2 0.231976 -1.04582
1.3734 56575.6 17.0379 1.35352 1904.14 0.851397 1.54961 1.42887 1.4409 1.41305 1.44974 1.29043 1.47188 116.237 6702.75 0.547998 -0.835459 145.682 6714.43 0.145414 -1.1553 185.516 3279.41 0.311025 -1.08489 193.005 3392.85 0.0940854 -1.2769 195.891 12216.9 0.572366 -0.805598 221.86 12339.8 0.280336 -1.0705 234.36 21941.4 0.716075 -0.562076 273.271 23148.1 0.410976 -0.943842 205.035 23730.2 0.799202 -0.412005 256.319 25226.3 0.418234 -0.925785 427.28 7274.13 0.312731 -1.0859 432.266 7540.56 0.238156 -1.11421 190.925 24493.2 0.841621 -0.328233 250.185 26054.6 0.415285 -0.917962
1.3675 137549 30.2516 1.35257 4435.46 1.01771 1.57151 1.43947 1.47292 1.43922 1.47505 1.32116 1.49743 115.848 6748.93 0.55024 -0.837161 147.865 6821.05 0.092549 -1.17101 186.118 3290.23 0.289395 -1.09499 194.812 3320.99 0.0735294 -1.23285 195.273 12307.6 0.577681 -0.799486 221.542 12281.5 0.323017 -0.982642 233.758 22092.9 0.720492 -0.556198 276.6 23793.3 0.407185 -0.991858 204.335 23856.4 0.805764 -0.401967 258.776 26009.6 0.41562 -0.96362 428.283 7308.23 0.306475 -1.08852 441.357 7357.05 0.0911169 -1.15266 190.379 24613.8 0.84679 -0.318562 252.926 26814.8 0.412701 -0.953273
